	S5	S6	S7	S8	S13	S14	S15	S16	S21	S22	S23	S24
PENG0000012294	0	3	0	1	5	1	0	0	0	4	0	1
PENG0000012295	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000012296	0	0	0	1	0	0	1	0	0	0	0	0
PENG0000012297	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012298	0	3	1	0	0	1	0	3	0	0	0	1
PENG0000012299	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012300	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012301	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012302	1435	1873	1719	1779	1442	1128	1426	1828	1421	1377	1776	2082
PENG0000012303	0	0	0	0	0	0	0	0	0	29	0	12
PENG0000012304	614	1918	456	1971	679	884	646	4649	410	1556	395	1672
PENG0000012305	3056	22388	3459	12293	2785	17741	2884	4912	1983	16760	2494	13916
PENG0000012306	5	0	2	2	6	0	2	0	3	0	8	3
PENG0000012307	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012308	4502	4428	4101	4535	4327	5628	4227	6170	4296	4021	3855	4231
PENG0000012309	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012310	764	669	899	813	810	484	765	537	702	499	823	986
PENG0000012311	7092	8407	7748	9911	7891	7784	8790	11232	6432	6332	7037	8919
PENG0000012312	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012313	0	0	0	0	2	0	0	6	0	0	0	2
PENG0000012314	378	811	896	1612	433	376	653	2051	311	556	455	1429
PENG0000012315	17	4	21	8	26	5	61	6	48	0	92	9
PENG0000012316	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012317	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012318	468	292	474	366	502	222	482	253	493	222	528	386
PENG0000012319	1	4	2	5	0	11	0	3	2	2	2	7
PENG0000012320	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012321	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012322	36	244	17	59	29	281	51	47	42	211	29	54
PENG0000012323	4	28	19	14	0	130	6	60	2	24	8	15
PENG0000012324	2	6	0	1	0	0	0	7	0	2	0	2
PENG0000012325	17	38	149	12	13	0	8	17	5	8	61	12
PENG0000012326	4	0	9	0	6	0	2	3	3	3	2	1
PENG0000012327	0	0	0	2	1	6	3	0	0	2	0	5
PENG0000012328	0	2	1	0	1	0	0	0	0	0	1	1
PENG0000012329	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012330	95	376	80	259	101	245	66	253	51	270	45	217
PENG0000012331	130	245	93	194	93	117	154	226	93	265	78	202
PENG0000012332	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012333	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012334	17	223	18	309	14	416	21	157	9	195	12	428
PENG0000012335	0	5	5	0	0	2	4	0	2	2	3	1
PENG0000012336	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012337	1	0	0	0	0	0	0	0	0	0	0	0
PENG0000012338	0	4	0	2	0	0	0	4	0	3	0	1
PENG0000012339	7	4	4	1	7	8	1	0	3	2	2	5
PENG0000012340	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012341	1752	5070	2464	2558	1718	8132	2570	4082	1727	4655	3163	2203
PENG0000012342	2	5	3	2	0	47	13	1	2	8	1	8
PENG0000012343	186	459	170	567	158	138	228	1278	201	374	227	429
PENG0000012344	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012345	0	3	0	0	0	0	0	0	0	0	0	0
PENG0000012346	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012347	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012348	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000012349	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012350	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012351	1	10	8	12	3	0	7	6	2	0	4	1
PENG0000012352	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012353	5021	3732	4085	4861	4877	3546	4211	3421	4702	2745	3893	6085
PENG0000012354	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012355	2	0	1	0	0	0	0	0	0	0	0	0
PENG0000012356	1055	866	853	863	1073	453	937	852	968	653	896	997
PENG0000012357	1	0	0	0	1	2	0	1	0	0	0	0
PENG0000012358	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012359	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012360	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012361	4053	2169	3808	3349	4336	2607	3914	2604	2777	1602	3859	3539
PENG0000012362	34	13	125	16	35	34	102	4	44	18	96	35
PENG0000012363	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012364	3139	1945	2822	2287	2887	1418	3224	1782	2864	1373	3025	2804
PENG0000012365	24649	24862	15359	18920	26950	18633	20284	17938	19163	21696	12056	20476
PENG0000012366	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012367	0	2	0	0	0	0	0	0	1	0	3	0
PENG0000012368	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012369	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012370	4997	11142	7192	8832	3305	43719	7056	7846	5058	10537	6256	12952
PENG0000012371	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012372	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012373	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012374	1	0	0	0	1	0	0	1	0	0	1	0
PENG0000012375	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012376	299	383	298	407	341	199	210	895	421	361	488	327
PENG0000012377	0	1	0	1	0	0	0	3	1	0	0	2
PENG0000012378	0	11	0	4	0	0	0	0	0	6	1	0
PENG0000012379	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012380	1	1	2	1	1	0	0	3	9	2	0	0
PENG0000012381	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012382	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012383	0	0	2	1	0	0	1	0	1	3	1	0
PENG0000012384	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012385	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012386	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012387	0	0	0	0	0	2	0	0	0	0	0	0
PENG0000012388	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012389	0	0	0	2	0	0	0	3	0	0	0	2
PENG0000012390	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012391	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012392	46	79	56	67	58	79	35	72	68	74	25	44
PENG0000012393	1	0	3	4	2	7	4	0	0	6	0	2
PENG0000012394	897	737	558	333	955	465	437	540	752	512	709	370
PENG0000012395	2	15	45	10	1	0	20	76	3	14	50	13
PENG0000012396	6515	11955	15772	12513	6410	15718	17126	2115	4196	7206	14610	12405
PENG0000012397	1149	875	1426	883	1128	922	1559	1074	1169	666	1142	1100
PENG0000012398	1	5	0	4	1	2	0	0	2	2	0	1
PENG0000012399	9	6	3	9	3	5	11	6	7	6	10	2
PENG0000012400	123	245	59	128	96	128	42	695	95	411	107	128
PENG0000012401	0	0	0	7	0	0	1	143	0	0	0	20
PENG0000012402	22	9	26	5	22	26	16	0	19	7	25	18
PENG0000012403	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012404	902	1220	703	863	904	875	746	1093	967	1140	606	910
PENG0000012405	2197	1346	2210	1353	2091	1340	2037	3340	2209	1319	1832	1564
PENG0000012406	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012407	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012408	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012409	213	351	112	340	203	219	65	762	261	279	141	359
PENG0000012410	0	5	0	2	0	0	0	15	0	5	0	2
PENG0000012411	0	7	0	10	0	6	0	14	0	11	4	5
PENG0000012412	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012413	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012414	4	2	16	3	2	5	8	3	6	4	4	6
PENG0000012415	3834	4943	3830	4584	4307	4055	4677	4116	3903	3801	4278	4042
PENG0000012416	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012417	0	5	1	6	0	0	1	3	0	4	4	4
PENG0000012418	0	3	0	0	0	2	0	0	0	0	0	1
PENG0000012419	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012420	636	929	542	754	701	680	945	981	547	641	692	750
PENG0000012421	9945	9961	8096	11578	12156	5282	10548	15837	9815	7006	8607	9797
PENG0000012422	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012423	0	1	0	1	0	2	1	0	0	0	0	0
PENG0000012424	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012425	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012426	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012427	1	0	1	0	4	4	1	3	0	2	0	0
PENG0000012428	1	1	1	2	0	1	0	2	6	2	2	2
PENG0000012429	0	1	0	0	0	0	0	0	0	0	5	0
PENG0000012430	0	0	0	1	0	0	1	0	0	0	2	0
PENG0000012431	2591	3077	1790	2427	2446	1300	2135	1395	1976	2072	1388	2483
PENG0000012432	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012433	257	268	222	232	311	268	206	560	266	217	186	277
PENG0000012434	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012435	0	0	1	0	0	5	0	0	0	0	0	0
PENG0000012436	0	0	0	0	0	0	0	3	0	2	0	1
PENG0000012437	2	106	10	71	7	68	6	406	9	121	4	66
PENG0000012438	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012439	1	2	0	2	1	0	1	9	0	0	1	2
PENG0000012440	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000012441	1048	787	1067	1032	1120	1678	938	763	854	569	948	1141
PENG0000012442	0	0	0	0	0	8	0	0	0	0	0	0
PENG0000012443	852	394	713	472	955	422	727	426	841	227	802	445
PENG0000012444	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012445	1	15	8	8	0	140	5	6	2	23	5	18
PENG0000012446	15139	12831	13809	13605	15920	16236	13257	13981	15570	9736	12646	13668
PENG0000012447	2879	4658	4282	6482	3111	3543	5047	4691	4215	4291	5446	6195
PENG0000012448	0	3	0	0	0	0	0	0	0	2	0	0
PENG0000012449	108	41	81	44	114	42	76	69	131	30	65	56
PENG0000012450	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012451	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012452	0	0	1	0	0	0	0	0	0	0	0	0
PENG0000012453	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012454	2050	1050	1978	1226	1806	1132	1935	1565	1833	837	2296	1244
PENG0000012455	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000012456	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012457	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012458	0	0	0	0	1	0	0	0	1	0	4	3
PENG0000012459	0	2	1	6	1	0	4	0	2	1	11	2
PENG0000012460	5	8	4	6	5	5	4	6	2	7	6	3
PENG0000012461	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012462	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012463	8184	9037	7534	7527	7896	8524	8909	7560	7877	8708	6614	6576
PENG0000012464	0	1	2	6	0	0	3	0	0	0	2	1
PENG0000012465	24	10	18	13	8	4	21	12	13	8	10	4
PENG0000012466	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000012467	7	7	5	14	2	18	7	10	0	15	0	6
PENG0000012468	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012469	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012470	9	153	34	210	14	131	17	419	13	99	59	214
PENG0000012471	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012472	2	12	0	4	4	5	3	7	3	19	8	4
PENG0000012473	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012474	7	15	0	24	2	0	11	307	8	22	8	41
PENG0000012475	273	173	292	139	272	77	332	342	460	213	483	163
PENG0000012476	1704	1313	1590	1630	1750	947	1654	1507	1531	899	1833	2083
PENG0000012477	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012478	3195	3819	3109	3552	3326	3799	3444	3952	2622	2667	2832	3542
PENG0000012479	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012480	0	0	0	0	1	0	0	0	4	1	0	1
PENG0000012481	1095	1762	1121	1621	1292	1592	1222	2010	1007	1381	1111	1567
PENG0000012482	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012483	0	0	4	0	0	7	1	0	0	0	2	1
PENG0000012484	0	0	0	0	5	0	0	0	5	0	0	0
PENG0000012485	0	0	0	2	0	0	0	6	0	2	1	2
PENG0000012486	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012487	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012488	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012489	2	0	0	0	0	0	0	0	0	0	0	0
PENG0000012490	0	2	1	2	0	3	0	0	0	1	1	2
PENG0000012491	4	4	1	3	3	0	6	5	8	5	1	4
PENG0000012492	0	0	0	1	0	2	0	0	0	0	0	0
PENG0000012493	0	0	1	0	0	0	2	0	0	0	0	0
PENG0000012494	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012495	1773	779	1932	985	2044	676	2040	1268	2090	532	1858	841
PENG0000012496	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012497	19	22	8	17	14	14	11	26	6	22	7	11
PENG0000012498	0	4	0	0	0	0	0	0	0	0	0	0
PENG0000012499	0	1	0	3	1	0	0	1	0	0	2	1
PENG0000012500	39	76	20	0	21	38	20	31	18	48	38	11
PENG0000012501	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012502	245	234	82	202	276	127	99	63	167	176	31	116
PENG0000012503	1727	1385	2001	1524	1583	1908	2097	1171	1696	878	2266	1833
PENG0000012504	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012505	1387	675	1098	880	1524	763	1471	881	1354	658	1468	1141
PENG0000012506	4	149	6	98	5	29	6	112	1	49	14	58
PENG0000012507	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012508	0	7	1	0	0	0	0	3	0	8	1	1
PENG0000012509	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012510	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012511	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012512	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000012513	483	540	497	479	492	311	502	770	519	375	557	518
PENG0000012514	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012515	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012516	374	65	101	48	453	50	194	9	446	52	51	54
PENG0000012517	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012518	5	19	13	19	0	0	13	28	6	21	16	21
PENG0000012519	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012520	1	5	0	1	1	0	0	0	1	1	0	0
PENG0000012521	4524	1134	2624	988	4303	1740	1769	4076	4137	773	1796	1093
PENG0000012522	0	15	3	22	2	27	4	8	1	34	1	20
PENG0000012523	0	0	4	3	0	0	0	0	0	0	1	4
PENG0000012524	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012525	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000012526	0	2	1	3	0	9	0	11	1	1	1	0
PENG0000012527	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012528	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012529	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012530	0	0	0	0	0	7	0	0	0	1	0	0
PENG0000012531	0	0	0	0	0	0	0	3	0	0	1	2
PENG0000012532	8	2	1	0	10	11	8	0	1	6	1	4
PENG0000012533	2412	4452	3222	3504	2226	2314	3148	4441	2376	3049	3591	3419
PENG0000012534	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012535	8	330	18	416	7	53	28	502	6	177	22	227
PENG0000012536	2055	2032	2083	1882	2115	1654	2053	1740	2243	1348	2719	1746
PENG0000012537	0	10	39	26	1	5	5	16	0	10	11	4
PENG0000012538	0	3	0	0	0	0	0	5	0	2	0	0
PENG0000012539	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012540	15	36	25	30	16	57	33	17	12	13	22	27
PENG0000012541	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012542	608	636	454	558	697	545	664	443	736	411	497	610
PENG0000012543	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012544	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000012545	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012546	1665	1802	1003	1288	1690	1551	1236	1751	1208	1494	775	1526
PENG0000012547	0	1	0	0	0	0	3	0	0	1	0	0
PENG0000012548	185	1405	211	962	199	1279	270	887	196	1201	348	1198
PENG0000012549	7	0	8	0	5	0	0	0	4	0	0	0
PENG0000012550	15	65	48	59	36	26	39	110	32	43	38	76
PENG0000012551	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000012552	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012553	0	0	0	0	0	0	0	3	0	0	0	0
PENG0000012554	3	3	0	0	0	0	0	0	0	0	2	0
PENG0000012555	1413	1501	1188	2693	1541	1225	1619	2540	1275	1198	696	2522
PENG0000012556	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012557	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012558	210	230	263	247	247	181	184	154	325	198	566	303
PENG0000012559	1199	1273	927	913	1374	518	1032	1333	1353	1029	843	777
PENG0000012560	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012561	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012562	0	0	0	12	0	3	0	8	0	8	0	15
PENG0000012563	23	136	32	101	12	26	32	283	43	108	51	79
PENG0000012564	4	21	2	15	1	11	1	28	1	19	0	20
PENG0000012565	2751	4256	2708	3675	3116	3479	3075	4285	2990	4193	2482	3313
PENG0000012566	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012567	6896	6193	5730	6718	7608	4750	5935	4255	6351	4513	6192	6431
PENG0000012568	8260	3247	2545	890	9295	3216	4090	870	6526	1938	2060	864
PENG0000012569	1139	1246	1129	1613	1222	1607	1144	4075	716	1219	820	2206
PENG0000012570	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012571	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012572	987	1006	1078	1138	836	712	1148	881	800	800	1150	1436
PENG0000012573	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012574	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012575	0	2	0	2	0	0	0	5	1	0	0	4
PENG0000012576	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012577	0	79	1	94	0	222	0	35	0	96	0	65
PENG0000012578	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000012579	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012580	2	6	18	5	6	24	11	1	3	11	9	3
PENG0000012581	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012582	1827	1599	2214	1689	2167	1498	2215	1626	2104	1412	2237	1932
PENG0000012583	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012584	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012585	1	0	0	0	0	0	0	0	0	0	0	0
PENG0000012586	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012587	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012588	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000012589	2766	1985	2165	2087	2753	1470	2304	1939	2754	1570	2594	2353
PENG0000012590	5155	301	1266	332	5175	75	1369	56	4363	77	255	315
PENG0000012591	243	706	614	1149	311	227	538	1377	288	551	723	710
PENG0000012592	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012593	0	0	1	0	0	0	0	0	0	0	0	0
PENG0000012594	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012595	602	1140	1254	1089	737	1367	1537	1114	681	744	1431	908
PENG0000012596	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012597	27	52	15	32	18	3	36	58	34	31	28	32
PENG0000012598	0	0	0	0	0	65	0	0	0	0	0	12
PENG0000012599	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012600	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012601	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012602	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012603	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012604	1	6	1	4	1	3	0	3	0	6	0	1
PENG0000012605	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012606	0	1	0	0	0	0	0	1	1	0	0	0
PENG0000012607	0	0	0	0	0	2	0	0	0	0	0	0
PENG0000012608	0	14	1	21	0	0	0	6	0	26	0	26
PENG0000012609	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012610	1008	619	723	508	1025	750	816	203	1079	606	577	603
PENG0000012611	0	0	0	0	0	0	0	0	0	0	3	0
PENG0000012612	5014	7010	5363	8901	5389	5490	7766	7599	6076	4863	6353	5429
PENG0000012613	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012614	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012615	0	4	0	6	1	0	0	0	1	5	0	3
PENG0000012616	0	1	0	0	0	3	0	3	0	0	0	1
PENG0000012617	1	1	0	0	0	0	1	0	0	1	0	0
PENG0000012618	0	4	0	0	0	11	0	0	0	0	0	0
PENG0000012619	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012620	0	0	0	0	0	0	0	5	0	0	0	0
PENG0000012621	0	1	0	0	0	0	0	0	0	0	0	2
PENG0000012622	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012623	2528	2185	2216	2067	2694	2594	2222	1810	2458	1719	2377	2322
PENG0000012624	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012625	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012626	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012627	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000012628	8	8	0	1	5	0	2	3	16	3	2	0
PENG0000012629	2	9	0	10	1	5	8	14	1	8	2	8
PENG0000012630	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012631	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012632	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012633	3	36	13	45	2	35	4	69	0	9	16	37
PENG0000012634	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012635	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012636	0	0	0	0	0	2	0	0	0	0	1	0
PENG0000012637	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012638	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012639	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012640	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012641	7	10	5	8	6	3	1	7	6	2	10	7
PENG0000012642	6	270	34	138	11	760	56	106	11	320	23	303
PENG0000012643	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012644	666	516	555	473	654	345	622	512	651	370	455	514
PENG0000012645	0	5	0	2	0	25	0	0	0	1	0	0
PENG0000012646	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012647	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012648	4023	1532	2723	1444	4151	1907	3011	1820	3983	1123	2528	1670
PENG0000012649	4	2	0	4	1	10	2	3	0	6	0	0
PENG0000012650	0	3	7	2	0	0	2	1	0	3	0	6
PENG0000012651	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012652	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012653	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012654	439	260	160	262	516	393	139	443	618	195	233	234
PENG0000012655	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012656	0	0	1	0	0	0	0	0	0	0	2	0
PENG0000012657	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012658	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012659	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012660	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012661	5325	6181	2231	3648	5234	6098	2602	2575	3472	5702	999	4573
PENG0000012662	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000012663	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012664	0	6	0	3	1	0	0	0	0	3	0	1
PENG0000012665	0	0	1	0	0	0	0	1	0	1	0	1
PENG0000012666	0	0	0	0	0	0	0	7	0	0	0	0
PENG0000012667	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000012668	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012669	0	0	1	0	0	2	1	0	0	0	0	1
PENG0000012670	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012671	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012672	5004	5420	3704	5700	5078	2950	3916	4950	5322	3456	5183	5325
PENG0000012673	71	231	31	27	115	12	19	184	25	493	4	37
PENG0000012674	2605	2269	1828	1851	2471	2150	1950	2262	2131	1756	1679	2355
PENG0000012675	2	0	0	2	0	0	0	0	4	0	3	0
PENG0000012676	4	5	0	3	0	0	1	13	1	5	2	2
PENG0000012677	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012678	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000012679	10	75	10	11	11	81	5	50	11	76	14	12
PENG0000012680	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012681	1	1	0	0	0	0	0	0	0	0	0	0
PENG0000012682	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012683	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012684	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012685	2118	1706	1612	1618	2225	1749	1565	1488	2154	1027	1640	1719
PENG0000012686	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012687	402	327	638	435	296	130	220	388	155	202	424	163
PENG0000012688	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012689	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012690	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012691	0	0	0	0	0	0	1	0	0	0	1	1
PENG0000012692	7762	2608	3064	2095	6555	574	2198	9833	9051	4187	2369	1892
PENG0000012693	1643	1041	1218	1167	1639	2099	1176	910	1280	842	1144	1361
PENG0000012694	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012695	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012696	1985	4194	1828	3768	2376	2030	2002	7072	2347	3293	2361	3080
PENG0000012697	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000012698	0	0	0	0	0	0	0	0	2	0	0	0
PENG0000012699	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012700	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012701	0	0	8	0	9	6	12	0	10	0	0	0
PENG0000012702	16748	42590	37067	33151	21369	54255	45200	34597	17651	120957	21899	32256
PENG0000012703	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012704	64	27	48	69	58	20	70	15	106	25	38	67
PENG0000012705	1	0	1	2	2	0	0	4	0	2	0	0
PENG0000012706	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012707	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012708	325	1068	538	1338	478	630	483	1054	400	783	613	1019
PENG0000012709	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000012710	11	5	17	8	17	0	21	22	30	7	57	9
